B
300
319 534
0
226 1 562 292 0.9183850494116063 0.0611613322166348 0
13 41 0 42 442556.0 67 849963.0 92 763831.0 118 1084981.0 143 2267068.0 168 1728741.0 193 1446899.0 218 1437053.0 244 1318907.0 269 2252764.0 294 2655489.0 295 0
0
227 1 1030 57 0.9294674748060183 0.10926894519305695 0
8 47 0 48 1672656.0 71 1630067.0 94 2008950.0 116 1352706.0 139 2225038.0 162 1851604.0 163 0
0
228 1 582 58 0.9199677377919535 0.016883493152194857 0
10 90 0 91 817726.0 117 832745.0 143 1241003.0 169 916214.0 195 1051340.0 221 843760.0 247 1262974.0 273 1112335.0 274 0
1 227
229 1 839 225 0.9155941461718002 0.01201269947058411 0
8 13 0 14 1266956.0 39 1204938.0 65 1304115.0 90 1211451.0 116 2185426.0 141 2698741.0 142 0
0
230 1 611 180 0.9295901959734922 0.062238299374954786 0
10 91 0 92 3165075.0 115 2205371.0 139 1570066.0 162 1170598.0 185 1027716.0 208 1535634.0 232 1752767.0 255 2455893.0 256 0
1 229
231 1 665 101 0.9131266023027925 0.0661592027991065 0
11 103 0 104 1671955.0 127 2039111.0 151 1864128.0 174 1225906.0 197 1429300.0 221 1167700.0 244 1120838.0 268 966511.0 291 1238782.0 292 0
2 229 230
232 1 754 114 0.9107674283425142 0.08786218606096645 0
8 111 0 112 1423892.0 139 1779096.0 166 1994817.0 194 1768920.0 221 1259158.0 248 848201.0 249 0
0
233 1 787 27 0.9203478860002807 0.07020040708364204 0
11 70 0 71 1150512.0 97 2297802.0 124 3144082.0 150 2792832.0 177 1541777.0 203 941613.0 229 1008264.0 256 1118043.0 282 1276966.0 283 0
2 232 234
234 1 1252 132 0.9209599048679697 0.08506306818763724 0
13 39 0 40 3097762.0 66 2105307.0 91 1654955.0 117 2120232.0 142 1520221.0 168 1133072.0 194 1752631.0 219 1770748.0 245 2059657.0 270 1745565.0 296 1894807.0 297 0
0
235 1 563 91 0.9270018270150937 0.028735648691498084 0
13 30 0 31 1873421.0 56 1291941.0 81 960969.0 106 792391.0 131 972561.0 156 797088.0 181 703010.0 206 395910.0 231 451889.0 256 837620.0 281 1311503.0 282 0
0
236 1 1413 176 0.9182339749845745 0.11146419804659459 0
9 138 0 139 962828.0 162 1418454.0 185 1521747.0 208 1647142.0 231 1735049.0 254 1261181.0 277 1322776.0 278 0
1 235
237 1 853 111 0.910009644616255 0.019408309983910105 0
9 2 0 3 890979.0 26 1201003.0 49 1993932.0 72 1546986.0 95 1870855.0 118 1926110.0 141 1833691.0 142 0
1 235
238 1 1101 301 0.9113333413886398 0.10642170932879554 0
7 11 0 12 1007658.0 39 1411416.0 66 2487850.0 93 1229888.0 120 826414.0 121 0
1 236
239 1 1248 70 0.9160069881224532 0.08920320991244411 0
8 28 0 29 1494753.0 54 1708212.0 79 1200092.0 104 1717176.0 129 2082699.0 154 947701.0 155 0
0
240 1 1147 308 0.9161200190905177 0.08390598487913419 0
13 33 0 34 952428.0 59 762905.0 85 792674.0 111 761231.0 136 1075656.0 161 1986291.0 187 2105742.0 213 2458950.0 238 1995262.0 263 1706276.0 289 1415689.0 290 0
1 239
241 1 1348 219 0.9295357011356555 0.10719751340447535 0
12 71 0 72 1993978.0 96 1726071.0 119 1905283.0 143 1880948.0 166 1703501.0 190 1697186.0 213 1956612.0 237 1234168.0 260 743489.0 284 910492.0 285 0
0
242 1 1068 96 0.9135952056309574 0.13049901518514367 0
12 30 0 31 329148.0 57 228087.0 83 477738.0 109 657683.0 135 762990.0 162 1211696.0 188 1691816.0 214 1499242.0 240 1326863.0 266 1612624.0 267 0
1 241
243 1 1124 215 0.9154820947427839 0.13191456965889056 0
13 31 0 32 983838.0 57 1580141.0 83 1332174.0 109 1692730.0 134 707178.0 159 1477937.0 185 1982350.0 211 1996629.0 236 2076889.0 261 3164374.0 287 3229475.0 288 0
1 241
244 1 616 232 0.91876319987706 0.06797399421244135 0
10 127 0 128 1167181.0 152 785982.0 177 1149466.0 201 1659693.0 225 2073177.0 249 805510.0 274 1024502.0 298 789879.0 299 0
0
245 1 995 15 0.9264041078620464 0.14472186585164307 0
12 26 0 27 2152674.0 51 2527536.0 75 1805764.0 99 1843450.0 123 1365611.0 147 1214018.0 171 880107.0 195 612154.0 219 805780.0 243 719394.0 244 0
1 244
246 1 1090 213 0.9102680615171179 0.02615003960752348 0
12 44 0 45 638134.0 69 773296.0 93 734546.0 116 812200.0 140 1047533.0 164 1216088.0 188 1201914.0 211 970853.0 235 1520240.0 259 1921757.0 260 0
0
247 1 554 14 0.9218867606435294 0.14161385527094478 0
10 87 0 88 1251211.0 114 1071377.0 139 702534.0 165 476379.0 191 638962.0 217 1225748.0 242 1256991.0 268 2140163.0 269 0
0
248 1 615 47 0.9157711238679076 0.08790825679249031 0
8 122 0 123 1748287.0 150 1769644.0 177 1307954.0 203 1311559.0 230 1787071.0 257 1757058.0 258 0
0
249 1 725 185 0.9100980220145716 0.03599549681604051 0
14 10 0 11 105347.0 36 124287.0 62 97113.0 87 184520.0 112 334993.0 137 432287.0 163 368968.0 188 748019.0 213 1862461.0 238 2029365.0 264 2180562.0 289 5645206.0 290 0
1 248
250 1 1108 241 0.9281121814334832 0.057218465285692965 0
12 29 0 30 1067651.0 55 1280968.0 80 1515013.0 104 1242368.0 129 1836617.0 154 1874022.0 179 2047725.0 203 1870208.0 228 1971647.0 253 1066492.0 254 0
0
251 1 926 42 0.9146100435809884 0.014679393590571342 0
13 13 0 14 3258198.0 40 1923050.0 66 1461299.0 92 1100146.0 118 1111274.0 145 611695.0 171 535004.0 197 495661.0 223 515612.0 249 561670.0 275 1001054.0 276 0
1 250
252 1 959 220 0.9281023530702426 0.08722018874274315 0
10 73 0 74 2607019.0 97 1783415.0 120 1521429.0 143 1506894.0 167 1076617.0 190 1010349.0 213 660491.0 236 663242.0 237 0
0
253 1 1211 65 0.9196020664977791 0.1011708530856976 0
14 14 0 15 789965.0 40 560338.0 65 395164.0 90 393566.0 115 963832.0 140 1263667.0 166 1571831.0 191 2156987.0 216 1279519.0 241 1139195.0 266 2081103.0 291 1280939.0 292 0
0
254 1 1249 51 0.9277396919786468 0.0626577208220903 0
8 112 0 113 1452238.0 136 1441613.0 159 1414207.0 183 1803527.0 206 2677334.0 229 1910106.0 230 0
1 253
255 1 579 153 0.9287624241526539 0.05489657582541047 0
9 80 0 81 1412333.0 105 688856.0 129 827182.0 153 1070733.0 176 2214602.0 200 1782608.0 224 1952109.0 225 0
0
256 1 1046 279 0.9183904216741134 0.08006855930081046 0
11 48 0 49 969155.0 75 1392425.0 102 907922.0 128 678711.0 155 865366.0 181 631514.0 207 906022.0 234 1541421.0 260 1343843.0 261 0
1 255
257 1 1310 12 0.9236333741700082 0.008630904387847393 0
8 55 0 56 2448839.0 81 1510096.0 106 1005726.0 130 870952.0 155 536050.0 180 705216.0 181 0
1 255
258 1 1124 187 0.9228277893357065 0.10216482410138142 0
8 20 0 21 802890.0 44 924908.0 67 1349247.0 89 1826442.0 112 2166271.0 135 2559758.0 136 0
3 255 256 257
259 1 997 54 0.9138483411115582 0.015757840971099817 0
11 112 0 113 1584686.0 136 1288057.0 160 789384.0 183 1046134.0 207 975046.0 230 1378110.0 253 1726544.0 277 1645961.0 300 1992873.0 301 0
0
260 1 987 314 0.9209273684352348 0.002157906083711769 0
11 82 0 83 1854363.0 108 1482646.0 133 1770729.0 159 1336069.0 184 992194.0 209 916145.0 235 644309.0 260 778614.0 285 1491804.0 286 0
0
261 1 1233 92 0.9193834258678318 0.00019800064875041823 0
8 130 0 131 1849453.0 157 1677938.0 183 1081191.0 208 1050777.0 234 1451987.0 260 1768673.0 261 0
0
262 1 615 176 0.9215770429912228 0.01770698719271846 0
7 155 0 156 1351981.0 183 1684677.0 210 865175.0 237 1110113.0 264 1302119.0 265 0
0
263 1 999 83 0.9158765707838407 0.014845404214238843 0
12 49 0 50 2030717.0 75 1880625.0 101 1298165.0 126 1831826.0 151 1714256.0 177 1213665.0 202 884773.0 227 542793.0 253 803761.0 278 721925.0 279 0
1 262
264 1 573 268 0.9115482502724965 0.03538613766042049 0
12 45 0 46 1453057.0 71 658103.0 97 1145699.0 122 1074166.0 148 1222172.0 173 1324738.0 199 1150623.0 224 783578.0 250 641389.0 275 469931.0 276 0
0
265 1 1253 213 0.9142714742892311 0.1294409371064276 0
8 27 0 28 996528.0 50 892093.0 73 1176095.0 95 970371.0 118 1038124.0 140 1106791.0 141 0
1 264
266 1 641 286 0.9189782837803505 0.061385147737365905 0
9 18 0 19 1394124.0 43 1487694.0 67 1542812.0 91 1468114.0 114 1027259.0 138 1091263.0 162 1165464.0 163 0
0
267 1 1225 17 0.9156354880465608 0.08277931656843317 0
12 16 0 17 1651071.0 43 1761368.0 69 1780241.0 95 1038779.0 121 775613.0 146 867633.0 172 2311494.0 198 2800403.0 224 2490081.0 250 2300365.0 251 0
1 266
268 1 719 81 0.9248288422807872 0.06319613395197718 0
13 44 0 45 2183772.0 69 2945311.0 94 2540467.0 118 1971291.0 143 2381127.0 167 2866174.0 191 1478688.0 216 926432.0 240 588968.0 265 728373.0 289 914044.0 290 0
0
269 1 659 241 0.9269597395509515 0.10398991355416469 0
14 9 0 10 1186802.0 36 1441291.0 62 1606396.0 87 1439360.0 113 1701062.0 139 1404864.0 165 1571413.0 191 1267046.0 217 1093350.0 242 1116945.0 268 1280384.0 294 1301783.0 295 0
0
270 1 644 241 0.9166118833339698 0.06865067252675809 0
11 38 0 39 1361629.0 64 2018583.0 89 1804089.0 114 1322522.0 139 1073132.0 164 1266387.0 189 2179902.0 214 1942567.0 239 1712253.0 240 0
0
271 1 1091 295 0.9261720541198933 0.11771845533977238 0
12 21 0 22 688062.0 46 508729.0 70 662640.0 94 977749.0 118 1015562.0 141 1039190.0 165 1127739.0 189 1035394.0 213 1624498.0 237 1751181.0 238 0
1 270
272 1 1222 71 0.9115490706333164 0.13000994021784795 0
13 32 0 33 1189653.0 59 1457638.0 84 2685924.0 110 2371752.0 136 2324583.0 161 1204899.0 187 1036926.0 213 735690.0 239 707765.0 264 1071619.0 290 843045.0 291 0
2 270 271
273 1 1109 246 0.9145456350945762 0.0959739431736749 0
8 19 0 20 951539.0 47 1361923.0 74 986140.0 102 940741.0 129 1229500.0 156 882450.0 157 0
2 271 272
274 1 1432 134 0.9202767777595137 0.06196597239152818 0
11 28 0 29 633011.0 55 722073.0 81 823473.0 108 893100.0 134 718870.0 160 993973.0 187 1117076.0 213 1446797.0 239 3112093.0 240 0
0
275 1 884 142 0.9194975736511473 0.13429753063418917 0
14 2 0 3 916630.0 29 1861330.0 54 1931121.0 80 1314603.0 106 1528173.0 131 1485825.0 157 1302404.0 182 784203.0 208 1333144.0 234 1439979.0 259 1413948.0 285 908614.0 286 0
1 274
276 1 1215 191 0.9126032143949099 0.03520119619531943 0
12 53 0 54 1241339.0 78 1066306.0 102 1220776.0 126 1823100.0 150 3322195.0 175 1851125.0 199 1087345.0 223 1014497.0 247 969932.0 271 902676.0 272 0
1 274
277 1 1474 89 0.9118561048381834 0.08120459999573491 0
7 153 0 154 1459786.0 181 1939014.0 209 1638108.0 237 1723772.0 264 1139713.0 265 0
0
278 1 966 301 0.9187686868001306 0.12502038938258606 0
9 114 0 115 2123441.0 140 1673249.0 165 1305771.0 189 1334538.0 214 1364335.0 239 1818860.0 264 1933897.0 265 0
1 277
279 1 1281 217 0.924662618753264 0.06736541413760767 0
9 106 0 107 670444.0 132 1176724.0 156 1403816.0 181 1155943.0 206 1256099.0 230 898349.0 255 996451.0 256 0
1 277
280 1 1223 149 0.912402135111003 0.14141538820267244 0
12 41 0 42 1744068.0 67 1627189.0 92 1613830.0 118 1201736.0 143 1121601.0 168 1036022.0 193 1043100.0 219 1384122.0 244 1511536.0 269 1294001.0 270 0
1 278
281 1 561 315 0.9206113892404623 0.06095407785684501 0
9 60 0 61 1208195.0 87 962868.0 113 1163522.0 139 1430443.0 164 1083223.0 190 1002744.0 216 934811.0 217 0
0
282 1 737 305 0.9150095514094607 0.039848473390602275 0
12 31 0 32 1000639.0 56 1219457.0 80 963846.0 105 1583635.0 129 801322.0 153 901667.0 177 680756.0 202 1028898.0 226 1032169.0 250 1137493.0 251 0
1 281
283 1 707 265 0.9230048863176513 0.10461773722290257 0
13 15 0 16 1205205.0 40 1190296.0 64 1731835.0 89 1686317.0 113 933339.0 137 1306404.0 161 881460.0 185 634586.0 210 407302.0 234 906789.0 258 473931.0 259 0
3 281 282 284
284 1 654 173 0.9139796724488007 0.014308967342625144 0
11 96 0 97 1575872.0 122 1149316.0 146 1413637.0 171 1292849.0 195 1517784.0 220 2059778.0 245 1766959.0 269 1472196.0 294 1487832.0 295 0
1 282
285 1 754 126 0.9182748632693408 0.1426220732600279 0
8 48 0 49 1726744.0 75 1322074.0 101 1081886.0 126 1597830.0 152 2358924.0 178 1118574.0 179 0
0
286 1 697 229 0.9158334369091962 0.02324787092107774 0
11 86 0 87 1158130.0 113 1732360.0 139 1240680.0 165 871536.0 191 1064136.0 217 1234001.0 243 1615525.0 269 1153183.0 295 775961.0 296 0
1 285
287 1 993 246 0.9237959188604499 0.06983304882181761 0
10 54 0 55 1049600.0 79 1126617.0 103 1388989.0 127 1338684.0 152 1063164.0 176 911308.0 200 742533.0 224 579073.0 225 0
1 285
288 1 1209 164 0.9114122714367763 0.0433563702430197 0
10 41 0 42 1526654.0 68 1744662.0 93 1485153.0 119 1507160.0 145 1389031.0 171 739029.0 196 1148999.0 222 1909123.0 223 0
0
289 1 519 152 0.9257449823260078 0.012547490137410239 0
13 14 0 15 761713.0 39 1018119.0 63 1117232.0 87 1027889.0 111 2103684.0 135 2482085.0 159 1714379.0 183 1744584.0 207 1364579.0 231 1886115.0 255 3429880.0 256 0
1 288
290 1 1005 39 0.9281872931129422 0.14025154064027923 0
11 80 0 81 2457672.0 107 1544372.0 132 1940079.0 158 2241645.0 183 1574123.0 209 1178936.0 235 980691.0 260 835243.0 286 799261.0 287 0
2 288 291
291 1 1402 251 0.9270356112356857 0.033755398422578804 0
14 0 0 1 521820.0 25 445011.0 49 464286.0 73 510846.0 97 426738.0 121 567207.0 146 768192.0 170 1176314.0 194 1545183.0 218 1192888.0 242 1604804.0 266 1714174.0 267 0
0
292 1 1050 277 0.9231541981234993 0.05666775202745467 0
12 39 0 40 2504908.0 64 1524594.0 88 1330960.0 111 1845646.0 135 1080479.0 159 634852.0 183 585737.0 206 414286.0 230 497145.0 254 497231.0 255 0
0
293 1 506 165 0.9186304317288229 0.14699816029052645 0
12 4 0 5 900257.0 31 650593.0 56 599096.0 82 502749.0 108 803707.0 133 1128632.0 159 1130339.0 185 1236434.0 210 1285938.0 236 1523510.0 237 0
1 292
294 1 1220 106 0.9137129565237545 0.008481088767782545 0
7 96 0 97 2066155.0 122 1171192.0 147 930539.0 171 1135507.0 196 913273.0 197 0
1 293
295 1 1204 41 0.9291712239595509 0.10481646061013225 0
8 123 0 124 1617033.0 150 1140621.0 176 1044635.0 202 2356701.0 228 2138625.0 254 1875929.0 255 0
0
296 1 953 17 0.9127088111186916 0.12462265246987916 0
8 16 0 17 820359.0 41 1213166.0 66 1490935.0 90 1773952.0 115 2623545.0 139 1902446.0 140 0
1 295
297 1 903 232 0.9270445154634026 0.14738370838579376 0
12 22 0 23 1395777.0 49 1031175.0 75 1017004.0 101 1150678.0 127 1003284.0 154 1301425.0 180 1345707.0 206 797296.0 232 1142948.0 258 1602300.0 259 0
0
298 1 600 30 0.9263173583339207 0.13854378522068303 0
13 8 0 9 1465562.0 33 1288465.0 57 1355163.0 82 1215219.0 106 907019.0 130 1295948.0 154 1339143.0 178 1041970.0 203 783299.0 227 723536.0 251 1034086.0 252 0
1 297
299 1 1349 191 0.9154864420689834 0.07431596923421258 0
10 0 0 1 1092979.0 26 962184.0 51 1309294.0 76 2175538.0 100 2275708.0 125 2316421.0 150 2628902.0 175 2392103.0 176 0
1 297
300 1 1072 56 0.9221181390304032 0.05627993447888338 0
8 31 0 32 1129259.0 59 1019996.0 86 875212.0 113 1284056.0 140 2509331.0 167 2999742.0 168 0
0
301 1 1113 10 0.9110254569206161 0.14812724423889048 0
10 56 0 57 857161.0 81 1281236.0 104 1824410.0 128 1758456.0 151 2258939.0 175 2057886.0 198 930651.0 222 917277.0 223 0
1 300
302 1 937 283 0.9137773550654612 0.07052644546287205 0
7 144 0 145 1065661.0 172 1364179.0 199 1862710.0 225 1519809.0 252 2400176.0 253 0
1 300
303 1 1102 295 0.9110842602567889 0.017326009729325492 0
15 2 0 3 2571790.0 27 2345381.0 52 2532366.0 76 2078535.0 100 2035473.0 125 2510385.0 149 1787967.0 173 1759829.0 198 1828395.0 222 1258835.0 246 1458118.0 271 1426777.0 295 1691172.0 296 0
2 300 302
304 1 1315 102 0.9266626017985545 0.06848851195875992 0
15 0 0 1 378690.0 26 501687.0 50 668935.0 75 498725.0 100 859862.0 124 604309.0 149 874887.0 174 1676201.0 198 1078808.0 223 1815017.0 248 1319334.0 272 1302513.0 297 1600866.0 298 0
0
305 1 520 100 0.9172661797721866 0.07829098728425901 0
8 46 0 47 3211620.0 74 2055258.0 101 1375153.0 128 943162.0 155 1361957.0 182 2044611.0 183 0
1 304
306 1 720 236 0.9167121872524768 0.008013331156582393 0
10 78 0 79 345644.0 104 526860.0 129 587590.0 154 749052.0 180 802736.0 205 1485272.0 230 1932025.0 255 3012965.0 256 0
2 304 305
307 1 824 8 0.9170989604338865 0.06376103138641438 0
8 15 0 16 2504640.0 40 2350440.0 64 1556551.0 89 1055377.0 113 1412856.0 137 2315662.0 138 0
0
308 1 981 160 0.9105372985747274 0.1205350210100955 0
10 109 0 110 1602296.0 136 1488293.0 163 1088860.0 189 2198273.0 215 3208078.0 241 2332341.0 268 1403673.0 294 1661499.0 295 0
0
309 1 1118 108 0.9107915151458604 0.06574626977719952 0
8 61 0 62 1026224.0 84 773236.0 107 1060647.0 129 1392196.0 152 1820192.0 174 2165985.0 175 0
1 308
310 1 676 134 0.9150912476756952 0.03719536422664641 0
13 38 0 39 1239935.0 63 1325252.0 88 1150296.0 112 393428.0 136 677622.0 161 473314.0 185 907057.0 209 1417491.0 233 1212405.0 258 1072446.0 282 1463033.0 283 0
1 308
311 1 1456 299 0.9167627310347102 0.12311421209089103 0
12 76 0 77 1192474.0 101 1126343.0 125 1260209.0 149 2559180.0 173 2175435.0 197 2285982.0 221 1905999.0 245 2009373.0 269 1980795.0 293 2367918.0 294 0
0
312 1 1261 239 0.9246511496277615 0.11901050873952043 0
12 73 0 74 803112.0 98 655249.0 122 643351.0 146 1673601.0 170 1424777.0 195 1258577.0 219 1649841.0 243 1257029.0 267 1728864.0 291 2682919.0 292 0
1 311
313 1 1051 304 0.9157235305974941 0.022782947675289895 0
14 26 0 27 1561911.0 51 1010326.0 76 1290564.0 100 1464507.0 124 1855633.0 149 1051766.0 173 1468600.0 198 1289406.0 222 1935684.0 246 2344950.0 271 2236408.0 295 2017757.0 296 0
3 311 312 314
314 1 1022 129 0.9285155805818303 0.00995052570921926 0
9 86 0 87 2139821.0 114 1883100.0 140 1366869.0 167 2214114.0 194 1041674.0 220 1223845.0 247 801440.0 248 0
0
315 1 611 50 0.9174639950002768 0.14092477621680527 0
14 12 0 13 2132694.0 38 2119429.0 62 1419926.0 87 1124803.0 111 1367287.0 136 1400510.0 160 1231420.0 185 877197.0 209 901509.0 234 1738877.0 258 2462292.0 283 3953211.0 284 0
0
316 1 876 65 0.9166495457282691 0.14194438970467455 0
10 122 0 123 911702.0 147 1096312.0 172 1531940.0 196 1813797.0 221 2436375.0 245 2343165.0 270 2631260.0 294 2192191.0 295 0
2 315 317
317 1 552 225 0.9149057376390408 0.10232184363447802 0
14 0 0 1 2613749.0 26 1520383.0 52 1039202.0 77 1583892.0 103 1621423.0 128 1562871.0 154 1660941.0 179 1662045.0 205 1087453.0 230 1130251.0 256 1012218.0 281 1011482.0 282 0
0
318 1 1397 50 0.9198483491311469 0.03740674536063218 0
11 63 0 64 1194859.0 89 1208236.0 114 1100611.0 139 1560690.0 163 2002708.0 188 1663721.0 213 2044230.0 238 2623108.0 263 2738763.0 264 0
0
319 1 1377 209 0.9285902622945158 0.1482480991154109 0
11 78 0 79 2301260.0 104 1363329.0 129 1337725.0 154 1246976.0 179 1039889.0 205 992483.0 230 557426.0 255 495515.0 280 738291.0 281 0
1 318
320 1 567 137 0.9130560013655429 0.061162634564920465 0
10 57 0 58 2672858.0 83 1562207.0 109 900510.0 134 1153771.0 159 937883.0 184 1271080.0 210 2217527.0 235 2570033.0 236 0
1 318
321 1 927 129 0.9247846727350908 0.08647663320192624 0
10 31 0 32 2574245.0 58 988133.0 84 1186757.0 110 1234747.0 137 2131900.0 163 2017423.0 189 2760804.0 215 1806507.0 216 0
1 319
322 1 672 179 0.9174382613801936 0.14949261759849566 0
10 54 0 55 2831014.0 80 2570919.0 105 2772141.0 130 1079505.0 155 1018967.0 180 1410920.0 205 1221184.0 230 1063461.0 231 0
0
323 1 569 268 0.9246792484078203 0.052373483705421164 0
12 69 0 70 2574288.0 94 2018005.0 118 2028364.0 142 1527897.0 166 2227521.0 190 1770926.0 214 1428344.0 238 1223629.0 262 942931.0 286 645316.0 287 0
1 322
324 1 1104 282 0.9240111894950661 0.07314219771308539 0
12 72 0 73 1284991.0 98 1781647.0 123 1220788.0 148 1543403.0 173 1303246.0 199 1447092.0 224 1859747.0 249 1699806.0 274 1277660.0 299 1284137.0 300 0
1 322
325 1 1271 99 0.9280204526482242 0.08101097189718165 0
11 4 0 5 511646.0 31 483804.0 56 750471.0 82 1047246.0 107 1514002.0 133 1862033.0 159 1376600.0 184 1207955.0 210 1507440.0 211 0
0
326 1 1131 34 0.9155096444131405 0.07473274000948381 0
11 41 0 42 802611.0 66 1011709.0 90 1184741.0 114 1204817.0 139 1140150.0 163 1003803.0 187 1136913.0 211 1331167.0 235 1914919.0 236 0
0
327 1 1429 59 0.9210679354646446 0.09265266248397641 0
13 0 0 1 3515606.0 27 1946294.0 52 2166450.0 78 1390120.0 103 1056501.0 129 1001093.0 155 1006634.0 180 1117203.0 206 1083822.0 231 1164373.0 257 1468348.0 258 0
1 326
328 1 594 247 0.9115565325119782 0.111120860664272 0
14 1 0 2 406440.0 28 464052.0 54 701987.0 79 1302554.0 105 1075554.0 131 2199259.0 157 1762732.0 183 1600990.0 209 1156857.0 234 1227191.0 260 1883962.0 286 2772787.0 287 0
0
329 1 1260 1 0.9162909907119275 0.13053854188289787 0
9 52 0 53 1778804.0 77 1187089.0 100 1683644.0 124 1925885.0 148 1324180.0 171 1124964.0 195 1895164.0 196 0
0
330 1 1397 179 0.9182263704013804 0.10454841211656489 0
10 94 0 95 925755.0 122 1494454.0 148 1990972.0 175 1835591.0 201 917665.0 228 868937.0 254 2258244.0 281 3277907.0 282 0
1 329
331 1 588 53 0.9221306874679667 0.08326836596884074 0
15 1 0 2 2115703.0 27 2235271.0 51 2621356.0 76 1524775.0 101 1539719.0 126 1743719.0 151 1440776.0 175 965410.0 200 635923.0 225 570843.0 249 570317.0 274 502165.0 299 514867.0 300 0
1 329
332 1 824 36 0.9109617890525998 0.02230582657734088 0
11 9 0 10 753651.0 36 647845.0 61 951241.0 87 1055586.0 113 800014.0 139 936542.0 165 1092038.0 190 1832670.0 216 1051780.0 217 0
1 330
333 1 599 171 0.9198056161877176 0.07690345254958982 0
11 51 0 52 2451518.0 78 2110032.0 104 2338104.0 130 1777087.0 156 2092716.0 182 1586440.0 208 2127420.0 234 998154.0 260 643471.0 261 0
0
334 1 1116 126 0.9271983164338934 0.05893116239482258 0
8 152 0 153 2111487.0 178 2082178.0 203 2375736.0 227 1866087.0 252 1579548.0 277 1714991.0 278 0
2 333 336
335 1 520 134 0.9181542208108879 0.08725136315907 0
14 12 0 13 2852351.0 38 3708478.0 62 1975139.0 87 1392453.0 112 1034675.0 136 1107286.0 161 1369779.0 185 1019493.0 210 784004.0 235 503708.0 259 545692.0 284 869607.0 285 0
2 333 334
336 1 1253 118 0.9137819515859372 0.14490271594227255 0
12 14 0 15 903871.0 41 1512235.0 67 1185498.0 92 972010.0 118 1377270.0 144 1105926.0 170 2099875.0 195 1256906.0 221 825060.0 247 1311976.0 248 0
0
337 1 1234 55 0.915569654072375 0.024121350906990777 0
7 100 0 101 507699.0 128 763517.0 155 1144393.0 182 1583070.0 209 904717.0 210 0
0
338 1 1468 162 0.9281324531104376 0.07005749609268695 0
10 22 0 23 259182.0 48 372839.0 72 592659.0 97 996891.0 121 1549799.0 146 2333717.0 170 1482327.0 195 995418.0 196 0
0
339 1 1351 153 0.9271770277774422 0.095989427962686 0
12 22 0 23 1666231.0 48 1381950.0 73 2200033.0 99 1161430.0 124 1359404.0 149 1407694.0 174 792825.0 200 1417113.0 225 1136693.0 250 1023981.0 251 0
0
340 1 810 252 0.9279531963617677 0.07996337269197712 0
9 32 0 33 1024719.0 59 1118486.0 86 1052355.0 113 1417983.0 139 1336322.0 165 1171314.0 192 1398934.0 193 0
2 339 342
341 1 943 233 0.9224348503924974 0.08727855886415195 0
11 49 0 50 1596380.0 76 1561698.0 102 1860770.0 128 1637982.0 153 1862125.0 179 1698515.0 205 1283110.0 231 1982331.0 257 1436660.0 258 0
2 339 342
342 1 615 98 0.9219476009356519 0.08979337182309825 0
9 92 0 93 1888941.0 117 1167764.0 140 1234159.0 164 1910535.0 188 2025090.0 211 2864475.0 235 988184.0 236 0
0
343 1 590 90 0.9137027956587019 0.006842618022404279 0
14 4 0 5 561297.0 31 494823.0 56 593339.0 82 676502.0 107 660490.0 133 1018864.0 158 1047055.0 184 1611768.0 209 1440614.0 235 1050462.0 260 1137842.0 286 1808568.0 287 0
0
344 1 1420 311 0.9275391449475286 0.04497204300830992 0
11 63 0 64 741583.0 89 1129465.0 113 1328208.0 138 1531881.0 163 1798843.0 188 2013787.0 213 1824278.0 237 2972827.0 262 2584562.0 263 0
1 343
345 1 566 263 0.9179589623269947 0.11929261197580772 0
9 109 0 110 266609.0 133 570297.0 157 997828.0 181 1712019.0 204 2346923.0 227 1373919.0 251 2322481.0 252 0
2 343 344
346 1 1245 44 0.9125160673378079 0.08408073156458258 0
9 68 0 69 1779220.0 92 1679337.0 115 995309.0 139 988321.0 162 1036321.0 185 1066784.0 208 2148957.0 209 0
2 344 345
347 1 825 124 0.9262653318458368 0.04238865490103951 0
12 51 0 52 4087416.0 77 1874710.0 102 2129527.0 127 1593255.0 152 1361032.0 176 880642.0 201 606141.0 226 432736.0 251 999853.0 276 1122325.0 277 0
0
348 1 1157 196 0.9181828868480567 0.06809803989222037 0
13 47 0 48 1100609.0 73 872068.0 98 1120871.0 123 1583102.0 148 1314557.0 173 1442728.0 198 1118527.0 223 1429452.0 248 982988.0 273 809066.0 298 771479.0 299 0
0
349 1 822 243 0.9245150490876219 0.007159115749352556 0
13 20 0 21 1898299.0 47 1332474.0 73 1839221.0 99 2044484.0 125 1513590.0 151 1350249.0 176 990053.0 202 1396906.0 228 985745.0 254 662988.0 280 531532.0 281 0
2 348 350
350 1 791 155 0.9141718104145352 0.12804373533042565 0
13 17 0 18 495189.0 44 801355.0 70 1665703.0 96 2001610.0 122 1866298.0 147 995071.0 173 869330.0 199 755522.0 225 800824.0 251 936579.0 277 624972.0 278 0
0
351 1 748 263 0.9138135879669874 0.06739937811014662 0
13 24 0 25 1391224.0 51 967217.0 77 1573436.0 103 1468979.0 129 1427675.0 155 1937958.0 182 1677287.0 208 1770254.0 234 1087554.0 260 1629028.0 286 1608147.0 287 0
0
352 1 1394 242 0.9190313931245184 0.0030706503876354262 0
12 47 0 48 2237597.0 73 2435260.0 98 1341837.0 123 2010960.0 148 866512.0 173 1005950.0 198 2117532.0 223 1952664.0 248 2407865.0 273 2649342.0 274 0
1 351
